,Graft_rg,NP_rg,Asphericity
0,1.4287642674102314,0.22782482904570456,0.027228694782054322
1,1.47109766079869,0.2300876438572461,0.05515250434721086
2,1.3642383282540838,0.1672394613558489,0.004186294168307221
3,2.9298825853310215,0.30516455741281434,0.11656292352192202
4,2.8820100341357633,0.2331743974631308,0.030166796921799716
5,1.235044113979501,0.1899162591352545,0.024531896867567064
6,1.7581655024977032,0.2454108802745809,0.06154139575346061
7,1.110820679676625,0.22215032602241308,0.02397610590564114
8,1.2442417114250892,0.22651179695576218,0.0507090720960576
9,1.3620222949075182,0.17706085967850277,0.03005535679181976
10,2.7229027426115158,0.32075396110832916,0.06075547313988125
11,1.4177439042273223,0.2407148468098959,0.06430777934351604
12,2.4931750483429567,0.22533719263313182,0.01626907838386665
13,1.3112818009801377,0.17578048024384654,0.013469201659661274
14,1.7676344288187018,0.22359781208146448,0.08443564198714193
15,1.9046952618028545,0.22784390326264856,0.007340681288303013
16,1.8719968275164491,0.21252738526426515,0.043155579529737385
17,1.436892850422684,0.18191161339145542,0.009580982327731236
18,1.423157896899074,0.21376877744006803,0.020253547322477368
19,2.3017655366093304,0.30744123026311976,0.05229992029822233
20,2.7837699719349907,0.2818489882043504,0.008433607126805973
21,1.6229074931168574,0.2242494825035741,0.006062269062424157
22,1.172258459000752,0.19643725894670305,0.02316294069381976
23,2.0931597480033672,0.2077837618445172,0.006000780149565727
24,2.163527458780267,0.23617378195502767,0.06258749595805654
25,1.6122555341772622,0.22245475410991908,0.032541142985798244
26,1.3340670862344965,0.17165275195493718,0.015901294162129744
27,1.5574988302984165,0.2417260444840932,0.0762506875275641
28,1.5882899091947713,0.18469254570362273,0.009039339152949036
29,1.3955352774401995,0.29471327926972735,0.05828161527975667
30,1.5186461291938986,0.20622423079729563,0.06291805284278579
31,2.4644795408008298,0.3519758001194808,0.09935757780605182
32,2.5615476451127144,0.24344315579340647,0.043167798641979185
33,2.2140880091130537,0.23045895190472582,0.06464915671265303
34,2.5394078341999227,0.2411781157996429,0.06092891692089564
35,1.6404618851884267,0.18150632840158715,0.005511026041752207
36,1.6330654299093128,0.2834526248339779,0.0511553175477191
37,1.1489944408434802,0.20622689261724195,0.024788113699645536
38,2.1883883259501973,0.2277921056733848,0.03407673133164286
39,1.7073209783399745,0.22994241608343918,0.05769888521412068
40,2.5863612378260625,0.38424522402771155,0.09857607626293974
41,1.471122077141116,0.18603988898691504,0.03495641950464553
42,1.6539162500452518,0.2944711660358886,0.05576928593519431
43,1.7245355937846025,0.230824557496118,0.03378942924614152
