,bead_diameter,fsa,nanoparticle_radius,chainlength,chain_density,coating_pattern,statepoint,status,sasa,signac_id,root
c1891f9ddcf7e1273b7cf051de593207,0.6,0.4,2.5,7,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'c1891f9ddcf7e1273b7cf051de593207-equilibrate': 1, 'c1891f9ddcf7e1273b7cf051de593207-log_sasa': 1, 'c1891f9ddcf7e1273b7cf051de593207-initialize': 1, 'c1891f9ddcf7e1273b7cf051de593207-calc_sasa': 1}",5.85365119,c1891f9ddcf7e1273b7cf051de593207,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c290759aecf4990336f69bdb6e3ab0db,0.6,0.45,2.5,8,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'c290759aecf4990336f69bdb6e3ab0db-initialize': 1, 'c290759aecf4990336f69bdb6e3ab0db-equilibrate': 1, 'c290759aecf4990336f69bdb6e3ab0db-calc_sasa': 1, 'c290759aecf4990336f69bdb6e3ab0db-log_sasa': 1}",12.37484856,c290759aecf4990336f69bdb6e3ab0db,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c2f9c61e7038ec560595817e253f1cb2,0.6,0.55,2.5,11,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'c2f9c61e7038ec560595817e253f1cb2-equilibrate': 1, 'c2f9c61e7038ec560595817e253f1cb2-calc_sasa': 1, 'c2f9c61e7038ec560595817e253f1cb2-initialize': 1, 'c2f9c61e7038ec560595817e253f1cb2-log_sasa': 1}",12.12153709,c2f9c61e7038ec560595817e253f1cb2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c3ecf283cc7997f36674f16f37dd0c83,0.6,0.65,2.5,8,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'c3ecf283cc7997f36674f16f37dd0c83-calc_sasa': 1, 'c3ecf283cc7997f36674f16f37dd0c83-initialize': 1, 'c3ecf283cc7997f36674f16f37dd0c83-log_sasa': 1, 'c3ecf283cc7997f36674f16f37dd0c83-equilibrate': 1}",11.0087834,c3ecf283cc7997f36674f16f37dd0c83,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c3f026d61121cb314a410b08742289b8,0.6,0.4,2.5,9,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'c3f026d61121cb314a410b08742289b8-log_sasa': 1, 'c3f026d61121cb314a410b08742289b8-calc_sasa': 1, 'c3f026d61121cb314a410b08742289b8-equilibrate': 1, 'c3f026d61121cb314a410b08742289b8-initialize': 1}",10.94930426,c3f026d61121cb314a410b08742289b8,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c46b5b940fcbb816086c4ab456e7a198,0.6,0.2,2.5,6,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'c46b5b940fcbb816086c4ab456e7a198-equilibrate': 1, 'c46b5b940fcbb816086c4ab456e7a198-log_sasa': 1, 'c46b5b940fcbb816086c4ab456e7a198-initialize': 1, 'c46b5b940fcbb816086c4ab456e7a198-calc_sasa': 1}",9.948657265,c46b5b940fcbb816086c4ab456e7a198,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c4f3ea11ad85df81330ae7b5baafd79a,0.6,0.6,2.5,11,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'c4f3ea11ad85df81330ae7b5baafd79a-initialize': 1, 'c4f3ea11ad85df81330ae7b5baafd79a-calc_sasa': 1, 'c4f3ea11ad85df81330ae7b5baafd79a-log_sasa': 1, 'c4f3ea11ad85df81330ae7b5baafd79a-equilibrate': 1}",13.06278566,c4f3ea11ad85df81330ae7b5baafd79a,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c5004042d95913da17b70e467d20a034,0.6,0.4,2.5,6,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'c5004042d95913da17b70e467d20a034-log_sasa': 1, 'c5004042d95913da17b70e467d20a034-equilibrate': 1, 'c5004042d95913da17b70e467d20a034-calc_sasa': 1, 'c5004042d95913da17b70e467d20a034-initialize': 1}",10.72850723,c5004042d95913da17b70e467d20a034,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c50772b2ebba11b0c745045d505f89b9,0.6,0.55,2.5,9,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'c50772b2ebba11b0c745045d505f89b9-initialize': 1, 'c50772b2ebba11b0c745045d505f89b9-log_sasa': 1, 'c50772b2ebba11b0c745045d505f89b9-equilibrate': 1, 'c50772b2ebba11b0c745045d505f89b9-calc_sasa': 1}",8.657559032,c50772b2ebba11b0c745045d505f89b9,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c53fb7462a455ebbe2d2ca047ace2216,0.6,0.4,2.5,9,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'c53fb7462a455ebbe2d2ca047ace2216-initialize': 1, 'c53fb7462a455ebbe2d2ca047ace2216-equilibrate': 1, 'c53fb7462a455ebbe2d2ca047ace2216-log_sasa': 1, 'c53fb7462a455ebbe2d2ca047ace2216-calc_sasa': 1}",2.583202124,c53fb7462a455ebbe2d2ca047ace2216,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c6354524fb88e6b4b504e7ba86f24239,0.6,0.55,2.5,6,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'c6354524fb88e6b4b504e7ba86f24239-equilibrate': 1, 'c6354524fb88e6b4b504e7ba86f24239-initialize': 1, 'c6354524fb88e6b4b504e7ba86f24239-log_sasa': 1, 'c6354524fb88e6b4b504e7ba86f24239-calc_sasa': 1}",16.1820648,c6354524fb88e6b4b504e7ba86f24239,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c757b8ec8b57343dda762e84e4abc2b4,0.6,0.35,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'c757b8ec8b57343dda762e84e4abc2b4-equilibrate': 1, 'c757b8ec8b57343dda762e84e4abc2b4-log_sasa': 1, 'c757b8ec8b57343dda762e84e4abc2b4-initialize': 1}",3.979787226,c757b8ec8b57343dda762e84e4abc2b4,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c75b49f78ffe98d3a3501c6255745945,0.6,0.25,2.5,7,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'c75b49f78ffe98d3a3501c6255745945-log_sasa': 1, 'c75b49f78ffe98d3a3501c6255745945-initialize': 1, 'c75b49f78ffe98d3a3501c6255745945-calc_sasa': 1, 'c75b49f78ffe98d3a3501c6255745945-equilibrate': 1}",3.114256907,c75b49f78ffe98d3a3501c6255745945,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c76f13afbcf94bc0d52076c460c86bb5,0.6,0.2,2.5,8,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'c76f13afbcf94bc0d52076c460c86bb5-equilibrate': 1, 'c76f13afbcf94bc0d52076c460c86bb5-log_sasa': 1, 'c76f13afbcf94bc0d52076c460c86bb5-initialize': 1, 'c76f13afbcf94bc0d52076c460c86bb5-calc_sasa': 1}",4.178050814,c76f13afbcf94bc0d52076c460c86bb5,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c7c1748a26fdc796448c7d7840201964,0.6,0.25,2.5,10,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'c7c1748a26fdc796448c7d7840201964-initialize': 1, 'c7c1748a26fdc796448c7d7840201964-log_sasa': 1, 'c7c1748a26fdc796448c7d7840201964-equilibrate': 1, 'c7c1748a26fdc796448c7d7840201964-calc_sasa': 1}",2.023139822,c7c1748a26fdc796448c7d7840201964,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c7fecc8021986a426a13ac94b3dd9a58,0.6,0.3,2.5,9,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'c7fecc8021986a426a13ac94b3dd9a58-calc_sasa': 1, 'c7fecc8021986a426a13ac94b3dd9a58-log_sasa': 1, 'c7fecc8021986a426a13ac94b3dd9a58-initialize': 1, 'c7fecc8021986a426a13ac94b3dd9a58-equilibrate': 1}",1.415929724,c7fecc8021986a426a13ac94b3dd9a58,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c8694346ef891f396a690a9584d75740,0.6,0.25,2.5,7,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'c8694346ef891f396a690a9584d75740-equilibrate': 1, 'c8694346ef891f396a690a9584d75740-log_sasa': 1, 'c8694346ef891f396a690a9584d75740-calc_sasa': 1, 'c8694346ef891f396a690a9584d75740-initialize': 1}",4.069655504,c8694346ef891f396a690a9584d75740,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c887a7b80845890077f287e7c1f5453f,0.6,0.4,2.5,6,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'c887a7b80845890077f287e7c1f5453f-equilibrate': 1, 'c887a7b80845890077f287e7c1f5453f-initialize': 1, 'c887a7b80845890077f287e7c1f5453f-calc_sasa': 1, 'c887a7b80845890077f287e7c1f5453f-log_sasa': 1}",6.483135815,c887a7b80845890077f287e7c1f5453f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c8bbbe894e9e88066cf52a1ebd3f930d,0.6,0.3,2.5,8,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'c8bbbe894e9e88066cf52a1ebd3f930d-initialize': 1, 'c8bbbe894e9e88066cf52a1ebd3f930d-calc_sasa': 1, 'c8bbbe894e9e88066cf52a1ebd3f930d-log_sasa': 1, 'c8bbbe894e9e88066cf52a1ebd3f930d-equilibrate': 1}",3.060825465,c8bbbe894e9e88066cf52a1ebd3f930d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c8ccb7e8b97849e1f4c59ba910091a85,0.6,0.4,2.5,7,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'c8ccb7e8b97849e1f4c59ba910091a85-log_sasa': 1, 'c8ccb7e8b97849e1f4c59ba910091a85-calc_sasa': 1, 'c8ccb7e8b97849e1f4c59ba910091a85-initialize': 1, 'c8ccb7e8b97849e1f4c59ba910091a85-equilibrate': 1}",8.877998848,c8ccb7e8b97849e1f4c59ba910091a85,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c8dff84e4ca76b4a99a0609a17a798bc,0.6,0.15,2.5,6,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'c8dff84e4ca76b4a99a0609a17a798bc-initialize': 1, 'c8dff84e4ca76b4a99a0609a17a798bc-equilibrate': 1, 'c8dff84e4ca76b4a99a0609a17a798bc-calc_sasa': 1, 'c8dff84e4ca76b4a99a0609a17a798bc-log_sasa': 1}",5.047099476,c8dff84e4ca76b4a99a0609a17a798bc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
c943f711deca8b3eca007c5ace1c0af8,0.6,0.4,2.5,6,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'c943f711deca8b3eca007c5ace1c0af8-equilibrate': 1, 'c943f711deca8b3eca007c5ace1c0af8-initialize': 1, 'c943f711deca8b3eca007c5ace1c0af8-calc_sasa': 1, 'c943f711deca8b3eca007c5ace1c0af8-log_sasa': 1}",9.990240059,c943f711deca8b3eca007c5ace1c0af8,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cb2954f49f84e961f92f65c98ffa1773,0.6,0.45,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cb2954f49f84e961f92f65c98ffa1773-equilibrate': 1, 'cb2954f49f84e961f92f65c98ffa1773-calc_sasa': 1, 'cb2954f49f84e961f92f65c98ffa1773-log_sasa': 1, 'cb2954f49f84e961f92f65c98ffa1773-initialize': 1}",6.056269159,cb2954f49f84e961f92f65c98ffa1773,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cb324271958dbe016917cf546de5a4c0,0.6,0.2,2.5,9,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'cb324271958dbe016917cf546de5a4c0-log_sasa': 1, 'cb324271958dbe016917cf546de5a4c0-calc_sasa': 1, 'cb324271958dbe016917cf546de5a4c0-equilibrate': 1, 'cb324271958dbe016917cf546de5a4c0-initialize': 1}",1.129368467,cb324271958dbe016917cf546de5a4c0,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cb3d2e54499f1a28eecdeaec65eb320f,0.6,0.5,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cb3d2e54499f1a28eecdeaec65eb320f-equilibrate': 1, 'cb3d2e54499f1a28eecdeaec65eb320f-initialize': 1, 'cb3d2e54499f1a28eecdeaec65eb320f-log_sasa': 1, 'cb3d2e54499f1a28eecdeaec65eb320f-calc_sasa': 1}",9.794791336,cb3d2e54499f1a28eecdeaec65eb320f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cb61deff7ce1c8df43b29a628dfb320f,0.6,0.55,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cb61deff7ce1c8df43b29a628dfb320f-initialize': 1, 'cb61deff7ce1c8df43b29a628dfb320f-calc_sasa': 1, 'cb61deff7ce1c8df43b29a628dfb320f-equilibrate': 1, 'cb61deff7ce1c8df43b29a628dfb320f-log_sasa': 1}",11.39422865,cb61deff7ce1c8df43b29a628dfb320f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cc1d588dcb33196787ae6d0bb2a2cd6b,0.6,0.2,2.5,9,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'cc1d588dcb33196787ae6d0bb2a2cd6b-initialize': 1, 'cc1d588dcb33196787ae6d0bb2a2cd6b-calc_sasa': 1, 'cc1d588dcb33196787ae6d0bb2a2cd6b-equilibrate': 1, 'cc1d588dcb33196787ae6d0bb2a2cd6b-log_sasa': 1}",0.786577681,cc1d588dcb33196787ae6d0bb2a2cd6b,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cc41d9998c407bacbf9624a70b27a02c,0.6,0.45,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cc41d9998c407bacbf9624a70b27a02c-log_sasa': 1, 'cc41d9998c407bacbf9624a70b27a02c-equilibrate': 1, 'cc41d9998c407bacbf9624a70b27a02c-initialize': 1, 'cc41d9998c407bacbf9624a70b27a02c-calc_sasa': 1}",7.572468767,cc41d9998c407bacbf9624a70b27a02c,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cd28ef89f2e9a173986edb0278179590,0.6,0.2,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'cd28ef89f2e9a173986edb0278179590-calc_sasa': 1, 'cd28ef89f2e9a173986edb0278179590-initialize': 1, 'cd28ef89f2e9a173986edb0278179590-equilibrate': 1, 'cd28ef89f2e9a173986edb0278179590-log_sasa': 1}",1.108570142,cd28ef89f2e9a173986edb0278179590,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cd423740718a8ef46d0892464c1aa357,0.6,0.25,2.5,5,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'cd423740718a8ef46d0892464c1aa357-log_sasa': 1, 'cd423740718a8ef46d0892464c1aa357-initialize': 1, 'cd423740718a8ef46d0892464c1aa357-equilibrate': 1, 'cd423740718a8ef46d0892464c1aa357-calc_sasa': 1}",6.558084297,cd423740718a8ef46d0892464c1aa357,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cd86f361bfa5c09e81fb4f928dcc7a0a,0.6,0.25,2.5,9,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'cd86f361bfa5c09e81fb4f928dcc7a0a-calc_sasa': 1, 'cd86f361bfa5c09e81fb4f928dcc7a0a-equilibrate': 1, 'cd86f361bfa5c09e81fb4f928dcc7a0a-initialize': 1, 'cd86f361bfa5c09e81fb4f928dcc7a0a-log_sasa': 1}",3.94509244,cd86f361bfa5c09e81fb4f928dcc7a0a,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cda52164048b7779c612fde394c1be05,0.6,0.3,2.5,8,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'cda52164048b7779c612fde394c1be05-initialize': 1, 'cda52164048b7779c612fde394c1be05-calc_sasa': 1, 'cda52164048b7779c612fde394c1be05-log_sasa': 1, 'cda52164048b7779c612fde394c1be05-equilibrate': 1}",3.711981373,cda52164048b7779c612fde394c1be05,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cdad94724501066ca628ebe2f719e6fc,0.6,0.3,2.5,11,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'cdad94724501066ca628ebe2f719e6fc-calc_sasa': 1, 'cdad94724501066ca628ebe2f719e6fc-equilibrate': 1, 'cdad94724501066ca628ebe2f719e6fc-log_sasa': 1, 'cdad94724501066ca628ebe2f719e6fc-initialize': 1}",2.2450511,cdad94724501066ca628ebe2f719e6fc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
ce6f974e52b5cb690c5bd8d6c499ee43,0.6,0.25,2.5,11,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'ce6f974e52b5cb690c5bd8d6c499ee43-initialize': 1, 'ce6f974e52b5cb690c5bd8d6c499ee43-log_sasa': 1, 'ce6f974e52b5cb690c5bd8d6c499ee43-equilibrate': 1, 'ce6f974e52b5cb690c5bd8d6c499ee43-calc_sasa': 1}",2.544273498,ce6f974e52b5cb690c5bd8d6c499ee43,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cea23045c9347ee2f13d73fd32961584,0.6,0.15,2.5,6,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'cea23045c9347ee2f13d73fd32961584-initialize': 1, 'cea23045c9347ee2f13d73fd32961584-calc_sasa': 1, 'cea23045c9347ee2f13d73fd32961584-log_sasa': 1, 'cea23045c9347ee2f13d73fd32961584-equilibrate': 1}",2.606202433,cea23045c9347ee2f13d73fd32961584,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cec313980acb1bb48bb07d832506c396,0.6,0.65,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cec313980acb1bb48bb07d832506c396-equilibrate': 1, 'cec313980acb1bb48bb07d832506c396-log_sasa': 1, 'cec313980acb1bb48bb07d832506c396-initialize': 1, 'cec313980acb1bb48bb07d832506c396-calc_sasa': 1}",11.95184788,cec313980acb1bb48bb07d832506c396,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cec36c3f2b98f3798385f79ba04de5d3,0.6,0.3,2.5,7,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'cec36c3f2b98f3798385f79ba04de5d3-log_sasa': 1, 'cec36c3f2b98f3798385f79ba04de5d3-calc_sasa': 1, 'cec36c3f2b98f3798385f79ba04de5d3-equilibrate': 1, 'cec36c3f2b98f3798385f79ba04de5d3-initialize': 1}",1.924165576,cec36c3f2b98f3798385f79ba04de5d3,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
cf684f82481b6a6e179b27a664f4e22a,0.6,0.4,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'cf684f82481b6a6e179b27a664f4e22a-initialize': 1, 'cf684f82481b6a6e179b27a664f4e22a-log_sasa': 1, 'cf684f82481b6a6e179b27a664f4e22a-calc_sasa': 1, 'cf684f82481b6a6e179b27a664f4e22a-equilibrate': 1}",5.626396933,cf684f82481b6a6e179b27a664f4e22a,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
d0a791b5e6e14377ee2845d0179f5c80,0.6,0.45,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'d0a791b5e6e14377ee2845d0179f5c80-equilibrate': 1, 'd0a791b5e6e14377ee2845d0179f5c80-calc_sasa': 1, 'd0a791b5e6e14377ee2845d0179f5c80-log_sasa': 1, 'd0a791b5e6e14377ee2845d0179f5c80-initialize': 1}",4.396018744,d0a791b5e6e14377ee2845d0179f5c80,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
d0efe4f5cb697d8f43befb087dc9a8fc,0.6,0.55,2.5,6,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'d0efe4f5cb697d8f43befb087dc9a8fc-initialize': 1, 'd0efe4f5cb697d8f43befb087dc9a8fc-equilibrate': 1, 'd0efe4f5cb697d8f43befb087dc9a8fc-calc_sasa': 1, 'd0efe4f5cb697d8f43befb087dc9a8fc-log_sasa': 1}",11.2962298,d0efe4f5cb697d8f43befb087dc9a8fc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
d1412dd2bdbcca582fdb8bf6b780aeab,0.6,0.35,2.5,7,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'d1412dd2bdbcca582fdb8bf6b780aeab-calc_sasa': 1, 'd1412dd2bdbcca582fdb8bf6b780aeab-equilibrate': 1, 'd1412dd2bdbcca582fdb8bf6b780aeab-initialize': 1, 'd1412dd2bdbcca582fdb8bf6b780aeab-log_sasa': 1}",8.344310579,d1412dd2bdbcca582fdb8bf6b780aeab,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
