,Unnamed: 0,bead_diameter,fsa,nanoparticle_radius,chainlength,chain_density,coating_pattern,statepoint,status,sasa,signac_id,root,Radius of Gyration (nm),Asphericity
468,e017d8eb8545dddb820378e3a3829804,0.6,0.15,2.5,30,3.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'e017d8eb8545dddb820378e3a3829804-equilibrate': 1, 'e017d8eb8545dddb820378e3a3829804-calc_sasa': 1, 'e017d8eb8545dddb820378e3a3829804-log_sasa': 1, 'e017d8eb8545dddb820378e3a3829804-initialize': 1}",2.1377511286735533,e017d8eb8545dddb820378e3a3829804,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,9.008084297546127,0.006368481463587511
469,e063a4a0008a1ca877773464d9ee4935,0.6,0.5500000000000002,2.5,30,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'e063a4a0008a1ca877773464d9ee4935-log_sasa': 1, 'e063a4a0008a1ca877773464d9ee4935-calc_sasa': 1, 'e063a4a0008a1ca877773464d9ee4935-initialize': 1, 'e063a4a0008a1ca877773464d9ee4935-equilibrate': 1}",5.893357372283934,e063a4a0008a1ca877773464d9ee4935,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,8.609240090932651,0.03565928618330591
470,e155b431fab2962c9af776dd48079ef1,0.6,0.25,2.5,27,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'e155b431fab2962c9af776dd48079ef1-initialize': 1, 'e155b431fab2962c9af776dd48079ef1-equilibrate': 1, 'e155b431fab2962c9af776dd48079ef1-log_sasa': 1, 'e155b431fab2962c9af776dd48079ef1-calc_sasa': 1}",2.3028673934936523,e155b431fab2962c9af776dd48079ef1,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,8.65448237118191,0.010285395980883436
471,e267d8f2d2cbfb1395a05d5d2b46bed6,0.6,0.2,2.5,15,4.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'e267d8f2d2cbfb1395a05d5d2b46bed6-calc_sasa': 1, 'e267d8f2d2cbfb1395a05d5d2b46bed6-log_sasa': 1, 'e267d8f2d2cbfb1395a05d5d2b46bed6-equilibrate': 1, 'e267d8f2d2cbfb1395a05d5d2b46bed6-initialize': 1}",4.531914954185487,e267d8f2d2cbfb1395a05d5d2b46bed6,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,7.436895869268018,0.00948162022716021
472,e272a193b0cf977f87b952ad41ba375f,0.6,0.15,2.5,24,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'e272a193b0cf977f87b952ad41ba375f-equilibrate': 1, 'e272a193b0cf977f87b952ad41ba375f-log_sasa': 1, 'e272a193b0cf977f87b952ad41ba375f-calc_sasa': 1, 'e272a193b0cf977f87b952ad41ba375f-initialize': 1}",1.7284941077232359,e272a193b0cf977f87b952ad41ba375f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,8.468752558222102,0.00478669507538394
473,e31e5c48e0d05545f2d29fe65bbb8a3d,0.6,0.5000000000000001,2.5,21,4.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'e31e5c48e0d05545f2d29fe65bbb8a3d-log_sasa': 1, 'e31e5c48e0d05545f2d29fe65bbb8a3d-initialize': 1, 'e31e5c48e0d05545f2d29fe65bbb8a3d-calc_sasa': 1, 'e31e5c48e0d05545f2d29fe65bbb8a3d-equilibrate': 1}",9.514840507507325,e31e5c48e0d05545f2d29fe65bbb8a3d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,7.639653559989718,0.03481024031465361
474,e373b611123949e69a1d7c6818eb6eff,0.6,0.6000000000000002,2.5,27,4.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'e373b611123949e69a1d7c6818eb6eff-initialize': 1, 'e373b611123949e69a1d7c6818eb6eff-calc_sasa': 1, 'e373b611123949e69a1d7c6818eb6eff-log_sasa': 1, 'e373b611123949e69a1d7c6818eb6eff-equilibrate': 1}",9.049969778060913,e373b611123949e69a1d7c6818eb6eff,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,7.971817071764701,0.0347116194639137
475,e3a96f7be28a35d6a63486415889bedf,0.6,0.25,2.5,21,5.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'e3a96f7be28a35d6a63486415889bedf-calc_sasa': 1, 'e3a96f7be28a35d6a63486415889bedf-log_sasa': 1, 'e3a96f7be28a35d6a63486415889bedf-equilibrate': 1, 'e3a96f7be28a35d6a63486415889bedf-initialize': 1}",1.3049842751026153,e3a96f7be28a35d6a63486415889bedf,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,8.304671247223128,0.013958111743437808
476,e465e770787a6b54e802fd7e4f08e67f,0.6,0.30000000000000004,2.5,21,2.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'e465e770787a6b54e802fd7e4f08e67f-initialize': 1, 'e465e770787a6b54e802fd7e4f08e67f-calc_sasa': 1, 'e465e770787a6b54e802fd7e4f08e67f-log_sasa': 1, 'e465e770787a6b54e802fd7e4f08e67f-equilibrate': 1}",10.740136775970461,e465e770787a6b54e802fd7e4f08e67f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,7.2794064739148405,0.013374584907479684
477,e4f3b25ae58ac490b0ceceab2a5db58b,0.6,0.30000000000000004,2.5,24,2.0,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'e4f3b25ae58ac490b0ceceab2a5db58b-initialize': 1, 'e4f3b25ae58ac490b0ceceab2a5db58b-equilibrate': 1, 'e4f3b25ae58ac490b0ceceab2a5db58b-calc_sasa': 1, 'e4f3b25ae58ac490b0ceceab2a5db58b-log_sasa': 1}",8.859712409973145,e4f3b25ae58ac490b0ceceab2a5db58b,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace,7.557722668067168,0.014096636377309193
